Ubicazione;Data_avvio_primo_Proc;TipoVia;DescrizioneVia;Civico;Bar;CodiceVia;ZD;durata_attivita_tipo;insegna;numero_addetti;posto_speciale_cf;attivita_prevalente;settore_merceologico;settore_storico_n;settore_storico_preval;settore_storico_s;superficie_vendita
VIA MAESTRI CAMPIONESI N. 25 , isolato:074, accesso: accesso esterno, (z.d. 4);02/06/1995;VIA ;MAESTRI CAMPIONESI;25;;3197;4;;super union;;;;non alimentare;"elaboratori elettronici,hardware e software,prodotti per l'informatica e per l'ufficio in genere,accessori e parti di ricambio 
,";in attesa di revoca;xiv,xiv-computers;370
VLE MARCHE N. 97 , isolato:157, accesso: accesso esterno, (z.d. 9);07/02/1995;VLE ;MARCHE;97;;1360;9;;in s mercato;;;;alimentare,non alimentare;",,,,,,,,,,,,erbpristeria (prodotti preconfezionati e sigillati all'origine) - animali vivi e articoli per il loro allevamento - cine foto ottica (con l'esclusione dei prodotti per la cui vendita e' prevista l'attivita' di persona munita di speciale abilitazione, secondo le norme della l.23.6.1927 n.1264 e relativo regolamento di esecuzione r.d.31.5.1928 n.2334) - computers - articoli di elettronica 
,,,";discount alimentare;xiv prodotti per la casa,xiii (libri),xii-materiale elettrico,xii-radio e tv,xii-elettrodomestici,xii sub 2,xiv prodotti per l'edilizia,xiv prod.meccanica strum e att,i,speciale latteria,xiv prod. sport e tempo libero,xiv prodotti per la persona,xiv prodotti vari,xii sub 1,x,vi;600
LARGO BALESTRA ANTONIO N. 3 m.c.c. discount, isolato:158, accesso: accesso interno, (z.d. 6);17/05/1995;LARGO ;BALESTRA ANTONIO;3;;5464;6;;lidl;;mercato comunale coperto;;alimentare,non alimentare;;discount alimentare;xiv sub 1,xii sub 2,ii,i,vi;896
VIA SAN RAFAEL DELLE ANDE num.006/8, isolato:067, accesso: accesso esterno, (z.d. 2);20/06/1995;VIA ;SAN RAFAEL DELLE ANDE;6;8;1457;2;;ld discount;;;;Alimentare,Non Alimentare;",attrezzature e mangimi per animali - combustibili solidi e liquidi 
,,,,";discount alimentare;xiv prodotti per la persona,xiv prodotti vari,xiv prodotti per la casa,vi,speciale latteria,i (cont.anteced. d.m. 375/88);490
VIA PONTACCIO N. 3 (z.d. 1);31/07/1995;VIA ;PONTACCIO;3;;143;1;;;;;;non alimentare;;;x;300
CSO VERCELLI N. 20 , isolato:216, accesso: accesso esterno, (z.d. 7);27/07/1995;CSO ;VERCELLI;20;;6193;7;;carrefour;;;;alimentare,non alimentare;"(con l'esclusione dei prodotti per i quali Š previsto per legge uno specifico diploma) attivita' prevalente commercio al dettaglio generi alimentari 
";supermercato alimentare;settore alimentare/non aliment;300
VIA SETTEMBRINI LUIGI N. 20 , isolato:056, accesso: accesso esterno, (z.d. 3);29/09/1995;VIA ;SETTEMBRINI LUIGI;20;;2127;3;;avalon;;;;non alimentare;"(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) 
";giocattoli;settore non alimentare;400
VIA PINDARO N. 7 allo sportello x distribuzione, isolato:033, accesso: accesso esterno, (z.d. 2);12/09/1995;VIA ;PINDARO;7;;2401;2;;melchionni diffusione;;;;non alimentare;"(con l'esclusione dei prodotti per i quali Š previsto per legge uno specifico diploma) attivita' prevalente: commercio al dettaglio abbigliamento in genere 
";abbigliamento;settore non alimentare;470
CSO VERCELLI N. 38 , isolato:215, accesso: accesso esterno, (z.d. 7);16/10/1995;CSO ;VERCELLI;38;;6193;7;;borghi;;;;non alimentare;"abbigliamento e accessori moda 
";abbigliamento;settore non alimentare;350
VIA BISCEGLIE N. 92 , isolato:053, accesso: accesso esterno, (z.d. 6);05/09/1995;VIA ;BISCEGLIE;92;;6707;6;;denicar spa.;;;;non alimentare;"(con l'esclusione dei prodotti per i quali Š previsto per legge uno specifico diploma) attivita' prevalente:commercio autoveicoli 
";autoveicoli;settore non alimentare;847
VIA MEDA GIUSEPPE N. 11 , isolato:130, accesso: accesso esterno, (z.d. 5);14/11/1995;VIA ;MEDA GIUSEPPE;11;;5242;5;;lancia;;;;non alimentare;;autoveicoli;xiv-automobili;550
VIA FALLOPPIO GABRIELE N. 11 , isolato:009, accesso: accesso esterno, (z.d. 3);26/10/1995;VIA ;FALLOPPIO GABRIELE;11;;2424;3;;;;;;non alimentare;;radio tv, elettrodom,app.radio;xii-elettrodomestici;292
VIA AOSTA N. 6 , isolato:001, accesso: accesso esterno, (z.d. 8);18/11/1995;VIA ;AOSTA;6;;7227;8;;;;;;non alimentare;"componenti per il condizionamento e la refrigerazione 
";apparecch. elettroniche;xiv;1000
VIA MASSARA DE CAPITANI N. 15 , isolato:036, accesso: area ap.rec., (z.d. 9);12/12/1995;VIA ;MASSARA DE CAPITANI;15;;1261;9;;penny market;;;;alimentare,non alimentare;"(con esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma) attivita' prevalente supermercato 
";supermercato alimentare;settore alimentare/non aliment;680
VIA SAN DAMIANO N. 4 (z.d. 1);26/10/1990;VIA ;SAN DAMIANO;4;;351;1;;;;;;non alimentare;;;ix (cont.antec. d.m. 375/88);485
VIA MONTE NAPOLEONE N. 6 ,via monte napoleone 006, isolato:262, accesso: accesso esterno, (z.d. 1);10/01/1996;VIA ;MONTE NAPOLEONE;6;;219;1;;prada;;;;non alimentare;"abbigliamento calzature pelletteria 
";abbigliamento;settore non alimentare;600
VLE TOSCANA N. 31 allo sport. in distribuzione, isolato:168, accesso: accesso esterno, (z.d. 5);21/12/1995;VLE ;TOSCANA;31;;4210;5;;volvo sveziacar;;;;non alimentare;"(con l'esclusione dei prodotti per i quali e' previsto er legge uno specifico diploma) attivita' prevalente: vendita di autovetture e parti di ricambio 
";autoveicoli;settore non alimentare;965
VIA SANTA CECILIA N. 4 ,via santa cecilia 004, isolato:190, accesso: accesso esterno, (z.d. 1);22/01/1996;VIA ;SANTA CECILIA;4;;349;1;;;;;;non alimentare;"(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) attivita' prevalente: radio, tv, elettrodomestici, materiale elettrico e casalinghi
";mobili;settore non alimentare;255
CSO LODI N. 47 , isolato:182, accesso: accesso esterno, (z.d. 4);23/12/1995;CSO ;LODI;47;;4068;4;;chateau d ax;;;;non alimentare;"(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) attivita' prevalente: mobili e complementi d'arredo 
";mobili;settore non alimentare;600
VIA MARCHESI POMPEO num.005, accesso: accesso esterno, (z.d. 7);21/11/1995;VIA;MARCHESI POMPEO;5;;6268;7;;ipercoop;;;;alimentare,non alimentare;"(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma) attivita' prevalente:supermercato 
";supermercato alimentare;settore alimentare/non aliment;1035
PZA DE ANGELI ERNESTO N. 1 , isolato:218, accesso: accesso esterno, (z.d. 7);16/01/1996;PZA ;DE ANGELI ERNESTO;1;;6276;7;;hi-fi;;;;non alimentare;"e relativi accessori 
,,,,,,";radio tv, elettrodom,app.radio;xiv-computers,xiv-strumenti musicali,xii sub 2,xii sub 3,xiv-attrez.macch.per ufficio,xii sub 1,xiv ferramenta;290
VLE MARCHE N. 63 , isolato:165, accesso: accesso esterno, (z.d. 9);30/01/1996;VLE ;MARCHE;63;;1360;9;Permanente;;;;;Alimentare,Non Alimentare;"(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma) 
";;settore alimentare/non aliment;280
VIA PADOVA N. 237 (z.d. 2);25/03/1996;VIA ;PADOVA;237;;2275;2;;;;;;non alimentare;;;xiv-automobili;600
PZA DE ANGELI ERNESTO N. 3 , isolato:218, accesso: accesso esterno, (z.d. 7);27/01/1996;PZA ;DE ANGELI ERNESTO;3;;6276;7;;photodiscount;;;;non alimentare;"articoli ottici, fotografici, cinematografici, radio, tv, video registrazioni 
";cine-foto-ottica-art.scientifi;settore non alimentare;292
VIA CASATI FELICE N. 32 , isolato:096, accesso: accesso esterno, (z.d. 2);03/04/1996;VIA ;CASATI FELICE;32;;2122;2;;di per di;;;;alimentare,non alimentare;"(con l'esclusione dei prodotti per i quali Š previsto per legge uno specifico diploma) attivita' prevalente commercio al dettaglio generi alimentari 
";supermercato alimentare;settore alimentare/non aliment;310
VIA ARONA N. 4 , isolato:040, accesso: accesso esterno, (z.d. 8);11/05/1996;VIA ;ARONA;4;;7169;8;;;;;;non alimentare;"quadri e stampe commerciali 
";quadri e cornici;xiv;350
VIA PETITTI CARLO ILARIONE N. 6 (z.d. 8);11/03/1988;VIA ;PETITTI CARLO ILARIONE;6;;7161;8;;;;;;non alimentare;;;xiv sub 10;320
PZA ARGENTINA N. 4 , isolato:019, accesso: accesso esterno, (z.d. 3);18/05/1996;PZA ;ARGENTINA;4;;2233;3;;giacomelli sport;;;;non alimentare;;articoli sportivi;settore non alimentare;891
PZA MENTANA N. 3 ,pza mentana 003, isolato:349, accesso: accesso esterno, (z.d. 1);16/05/1996;PZA ;MENTANA;3;;560;1;;arc linea;;;;non alimentare;;mobili;xii-elettrodomestici,xii-materiale elettrico,xii sub 1;257
VLE ORTLES N. 7 , isolato:044, accesso: accesso esterno, (z.d. 5);15/04/1996;VLE ;ORTLES;7;;4133;5;;lidl;;;;alimentare,non alimentare;"(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma) 
";discount alimentare;settore alimentare/non aliment;892
ff central codvia 9401 num.000 , accesso: accesso interno, (z.d. 2);15/07/1988;;;;;;;;free shop;;interno stazioni ferroviarie;;alimentare,non alimentare;"(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) attivita' prevalente: esercizio non specializzato a prevalenza non alimentare
";minimercati;settore alimentare/non aliment;577
VIA NEGROTTO MICHELE PERICLE num.049/6, isolato:161, accesso: accesso esterno, (z.d. 8);19/07/1996;VIA;NEGROTTO MICHELE PERICLE;49;6;7270;8;;;;;;non alimentare;;cose usate senza pregio,rigat.;xiv sub 21;450
VLE ESPINASSE CARLO N. 110 , isolato:194, accesso: accesso esterno, (z.d. 8);04/07/1996;VLE ;ESPINASSE CARLO;110;;7390;8;;concess.lancia saicar;;interni aziende, fabbriche e simili;;non alimentare;"(con l'esclusione dei prodotti per i quali Š previsto per legge uno specifico diploma) attivita' prevalente: commercio di autoveicoli 
";autoveicoli;settore non alimentare;350
VIA SANT' EUFEMIA N. 25 ,via sant' eufemia 025, isolato:271, accesso: accesso esterno, (z.d. 1);08/07/1996;VIA ;SANT' EUFEMIA;25;;405;1;;fondazione metropolitan;;;;non alimentare;",,,opere d'arte, grafica e pittura 
,,,";galleria d'arte;xiv-profumeria,x,xiii (libri),xiv,xiv-antichita' e opere d' arte,xiv-prod.l'igien.pers. e casa,xiv-bigiotteria;550
VIA MARGHERA N. 28 , isolato:212, accesso: accesso esterno, (z.d. 7);19/07/1996;VIA ;MARGHERA;28;;6280;7;;mondadori mulitcenter;;;;alimentare,non alimentare;"con l'esclusione dei prodotti per i quali Š previsto per legge uno specifico diploma attivita' prevalente vendita libri e prodotti per l'informatica 
";libreria;settore alimentare/non aliment;1810
VIA GIOVANNI DA PROCIDA N. 6 , isolato:085, accesso: accesso interno, (z.d. 8);30/07/1996;VIA ;GIOVANNI DA PROCIDA;6;;7151;8;;prodotti per non vedenti;;interni aziende, fabbriche e simili;;non alimentare;"prodotti vari 
";apparecch. elettroniche;xiv;450
VIA MARIANI POMPEO N. 2 , isolato:120, accesso: accesso esterno, (z.d. 2);13/08/1996;VIA ;MARIANI POMPEO;2;;2490;2;;;;;;non alimentare;"(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma) 
";prod. x igiene persona-casa;settore non alimentare;1350
PZA DELLA SCALA N. 5 ,pza della scala 005, isolato:479, accesso: accesso esterno, (z.d. 1);12/08/1996;PZA ;DELLA SCALA;5;;201;1;Permanente;trussardi;;;;Non Alimentare;"abbigliamento e accessori, borse, valige, calzature e articoli in cuoio, articoli da regalo e viaggio 
";abbigliamento;settore non alimentare;258
VIA MARIANI POMPEO N. 2 , isolato:120, accesso: accesso esterno, (z.d. 2);09/08/1996;VIA ;MARIANI POMPEO;2;;2490;2;;cityper sma;;;;alimentare,non alimentare;"(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma) 
";supermercato alimentare;settore alimentare/non aliment;2495
VIA CANONICA LUIGI N. 54 , isolato:106, accesso: accesso esterno, (z.d. 1);10/09/1996;VIA ;CANONICA LUIGI;54;;7121;1;;supermercato;;;;alimentare,non alimentare;"(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) attivita' prevalente: frutta-verdura-carne-pesci-crostacei-molluschi-dolciumi-bevande-pane- art. tessili-casalinghi-libri-cartoleria-abbigliamento art. medicali
";minimercati;settore alimentare/non aliment;397
CSO COMO N. 10 , isolato:322, accesso: accesso interno, (z.d. 9);07/09/1996;CSO ;COMO;10;;1111;9;;galleria carla sozzani;;;;non alimentare;",,prodotti culturali d'arte e da collezione (con esclusione di giornali e riviste e dei prodotti di cui alla legge 1062/71) - prodotti per la casa 
";galleria d'arte;xii-radio e tv,xiii (libri),xiv;550
VIA SPADARI num.007/9, isolato:440, accesso: accesso esterno, (z.d. 1);09/09/1996;VIA ;SPADARI;7;9;518;1;;peck;;;;Alimentare;"(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma) 
";salumeria - rosticceria - cibi;settore alimentare/non aliment;930
VIA MAFFUCCI ANGIOLO N. 40 , isolato:063, accesso: accesso esterno, (z.d. 9);30/05/1996;VIA ;MAFFUCCI ANGIOLO;40;;1276;9;;superdi supermercati;;;;alimentare,non alimentare;"supermercato 
";supermercato alimentare;settore alimentare/non aliment;705
CSO VERCELLI N. 18 , isolato:216, accesso: accesso esterno, (z.d. 7);05/11/1996;CSO ;VERCELLI;18;;6193;7;;germani sport;;;;non alimentare;"(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)attivita' prevalente: abbigliamento e relativi accessori. 
";articoli sportivi;settore non alimentare;780
VIA CASSINIS GIOVANNI BATTISTA N. 7 (z.d. 4);16/11/1996;VIA ;CASSINIS GIOVANNI BATTISTA;7;;4309;4;;;;;;non alimentare;;;xiv;305
VIA BRIZI EUGENIO N. 4 , isolato:070, accesso: accesso esterno, (z.d. 4);28/11/1996;VIA ;BRIZI EUGENIO;4;;4186;4;;;;;;non alimentare;"prodotti di meccanica strumentale, macchinari e attrezzature 
";autoveicoli;xiv;300
VIA AREZZO num.007/1, accesso: accesso esterno, ();27/12/1996;VIA ;AREZZO;7;1;1444;9;;dico;;;;alimentare,non alimentare;"(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma) attivita' prevalente:supermercato 
";supermercato alimentare;settore alimentare/non aliment;1280
VIA GIOIA MELCHIORRE num.177/179, isolato:120, accesso: accesso esterno, (z.d. 2);24/12/1996;VIA;GIOIA MELCHIORRE;177;179;1108;2;;flli fumagalli garden;;;;non alimentare;;fiori e piante;xiv prod.meccanica strum e att,xiv prodotti per la casa;382
VIA QUINTILIANO MARCO FABIO N. 33 , isolato:073, accesso: area ap.rec., (z.d. 4);25/11/1996;VIA ;QUINTILIANO MARCO FABIO;33;;3358;4;;spaccio aziendale;;interni aziende, fabbriche e simili;;non alimentare;"(con esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma) 
";abbigliamento;settore non alimentare;252
GLL VITTORIO EMANUELE num.063, isolato:354, accesso: accesso esterno, (z.d. 1);20/12/1996;GLL ;VITTORIO EMANUELE;63;;10;1;;prada;;;;non alimentare;"(con l'esclusione dei prodotti per i quali Š previsto per legge uno specifico diploma) attivita' prevalente: commercio al minuto di abbigliamento e pelletteria 
";merceria;settore non alimentare;720
VIA BIGLI N. 22 ,via bigli 022, isolato:314, accesso: accesso esterno, (z.d. 1);04/01/1997;VIA ;BIGLI;22;;224;1;;tecno;;;;non alimentare;;mobili;x,xii sub 1,xii sub 3,xii sub 2;445
VIA LOMAZZO PAOLO N. 41 , isolato:054, accesso: accesso esterno, (z.d. 8);14/01/1997;VIA ;LOMAZZO PAOLO;41;;7079;8;;carrefour;;;;alimentare,non alimentare;"(con l'esclusione dei prodotti per i quali Š previsto per legge uno specifico diploma) attivita' prevalente: commercio al dettaglio generi alimentari 
";supermercato alimentare;settore alimentare/non aliment;395
VIA LORENTEGGIO N. 246 , isolato:051, accesso: accesso esterno, (z.d. 6);06/07/1996;VIA ;LORENTEGGIO;246;;5132;6;;supermarket del legno;;;;non alimentare;"articoli di bricolage 
";bricolage;settore non alimentare;1128
VIA PORPORA NICOLA ANTONIO N. 125 , isolato:014, accesso: accesso esterno, (z.d. 3);14/02/1997;VIA ;PORPORA NICOLA ANTONIO;125;;2229;3;;carrefour;;;;alimentare,non alimentare;"supermercato 
";supermercato alimentare;settore alimentare/non aliment;390
VLE DORIA ANDREA N. 24 , isolato:016, accesso: accesso interno, (z.d. 3);05/03/1997;VLE ;DORIA ANDREA;24;;2230;3;;;;;;non alimentare;;accessori e ricambi auto-moto;xiv prod. sport e tempo libero,xiv prod.meccanica strum e att;322
VIA MODENA GUSTAVO num.008/10, isolato:168, accesso: accesso esterno, (z.d. 3);02/04/1997;VIA ;MODENA GUSTAVO;8;10;3122;3;;gs;;;;alimentare,non alimentare;"(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma) attivita' prevalente alimentare /non alimentare 
";supermercato alimentare;settore alimentare/non aliment;1050
VIA TEANO N. 6 , isolato:006, accesso: accesso esterno, (z.d. 9);12/04/1997;VIA ;TEANO;6;;1632;9;;carrefour;;;;alimentare,non alimentare;"(con l'esclusione dei prodotti per i quali Š previsto per legge uno specifico diploma) attivita' prevalente commercio al dettaglio generi alimentari 
";supermercato alimentare;settore alimentare/non aliment;390
VIA ZOCCHI CESARE N. 1 , isolato:025, accesso: accesso esterno, (z.d. 9);04/04/1997;VIA ;ZOCCHI CESARE;1;;1301;9;;discount;;;;alimentare,non alimentare;"(con l'esclusione dei prodotti per i quali Š previsto per legge uno specifico diploma) attivita' prevalente: esercizio non specializzato a prevalenza alimentare/non supermercato 
";discount alimentare;settore alimentare/non aliment;300
VLE PICENO N. 19 , isolato:030, accesso: accesso esterno, (z.d. 4);08/04/1997;VLE ;PICENO;19;;3114;4;;blockbuster;;;;alimentare,non alimentare;"(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma) 
";videocassette;settore alimentare/non aliment;400
VIA MONTE NAPOLEONE num.006/a, (z.d. 1);08/04/1997;VIA ;MONTE NAPOLEONE;6;A;219;1;;;;;;;;;;270
VIA NOVARA num.083, isolato:044, accesso: accesso esterno, (z.d. 7);24/04/1997;VIA;NOVARA;83;;6624;7;Permanente;toys center;;;;Alimentare,Non Alimentare;"giocattoli ed articoli della prima infanzia 
";giocattoli;settore alimentare/non aliment;1743
VIA TOFFETTI VINCENZO N. 9 , isolato:074, accesso: accesso interno, (z.d. 4);26/04/1997;VIA ;TOFFETTI VINCENZO;9;;4188;4;;docks dora;;;;non alimentare;",,,,,,,: tutta la categoria (escluso i prodotti per la cui vendita e' previsto il possesso di idonea abilitazione) 
";abbigliamento;xii sub 1,xii-radio e tv,xii-elettrodomestici,xii sub 2,xii-materiale elettrico,xiv prodotti per la casa,xiv prodotti per la persona,xiv prodotti vari;393
CSO MONFORTE N. 2 ,cso monforte 002, isolato:264, accesso: accesso esterno, (z.d. 1);03/05/1997;CSO ;MONFORTE;2;;348;1;;splendori;;;;non alimentare;;gioielleria e oreficeria;settore non alimentare;260
VIA DEGLI ZUCCARO N. 9 , isolato:142, accesso: accesso esterno, (z.d. 6);16/05/1997;VIA ;DEGLI ZUCCARO;9;;5390;6;;;;;;non alimentare;"(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) 
";gioielleria - orologeria;settore non alimentare;800
VIA GALLARATE N. 221 , isolato:179, accesso: accesso esterno, (z.d. 8);16/06/1997;VIA ;GALLARATE;221;;7420;8;;golf house;;;;non alimentare;;articoli sportivi;xiv prod. sport e tempo libero;400
VIA MOROSINI EMILIO N. 7 , isolato:046, accesso: accesso esterno, (z.d. 4);06/06/1997;VIA ;MOROSINI EMILIO;7;;3073;4;;bellani;;;;non alimentare;;profumeria;xiv prodotti per la persona;265
VIA ORNATO LUIGI N. 148 , isolato:010, accesso: accesso esterno, (z.d. 9);07/07/1997;VIA ;ORNATO LUIGI;148;;1591;9;;super di;;;;alimentare,non alimentare;",(con esclusione di giornali e riviste e dei prodotti di cui alla legge 1062/71 ) 
,,,,,,,: articoli di elettronica - animali vivi e articoli per il loro allevamento - articoli di ottica ( con l'esclusione dei prodotti per la cui vendita Š prevista l'attivit… di persona munita di speciale abilitazione secondo le norme della l. 23.6.1927 n. 1264 e relativo regolamento di esecuzione r.d. 31.5.1928 n. 1334 ). 
,,,,,,,";supermercato alimentare;xiv prodotti per l'edilizia,xiv prod. culturali arte e col,xii-materiale elettrico,xiv prod. sport e tempo libero,xii sub 2,ii,xii-elettrodomestici,xiv prodotti per la persona,xiv prodotti vari,i,xiv prodotti per la casa,vii,x,vi,xii-radio e tv,xiv prod.meccanica strum e att;1046
